path,lat,long
sounds/169884.mp3,45.09426182353891,7.5247979164123535
sounds/169885.mp3,45.09471625821658,7.525033950805664
sounds/697381.mp3,16.910815,96.148424
sounds/187893.mp3,41.386661863672394,2.179659605026245
sounds/788102.mp3,21.307358,-157.858465
sounds/34869.mp3,27.5033991762,96.1882209778
sounds/103202.mp3,53.1927416855,16.1573696136
sounds/709602.mp3,45.455017,-122.693117
sounds/585638.mp3,-12.9889074018,-38.4875347525
sounds/636158.mp3,41.3750622148,2.12588784387
sounds/636053.mp3,41.3747353493,2.126808752
sounds/636061.mp3,41.37589,2.12914
sounds/786183.mp3,21.307449,-157.858834
sounds/786184.mp3,21.307449,-157.858834
sounds/786200.mp3,21.307449,-157.858834
sounds/788105.mp3,21.307358,-157.858465
sounds/788106.mp3,21.307358,-157.858465
sounds/788107.mp3,21.307358,-157.858465
sounds/788108.mp3,21.307358,-157.858465
sounds/788110.mp3,21.307358,-157.858465
sounds/788142.mp3,21.307358,-157.858465
sounds/788109.mp3,21.307358,-157.858465
sounds/788101.mp3,21.307358,-157.858465
sounds/786198.mp3,21.307449,-157.858834
sounds/34870.mp3,27.4790347525,95.2926635742
sounds/786201.mp3,21.307449,-157.858834
sounds/788103.mp3,21.307358,-157.858465
sounds/784826.mp3,31.636234,-7.99588
sounds/786181.mp3,21.307449,-157.858834
sounds/785678.mp3,-6.624029,106.802466
sounds/34868.mp3,27.472028983,96.1843156815
sounds/788141.mp3,21.307358,-157.858465
sounds/786199.mp3,21.307449,-157.858834
sounds/786202.mp3,21.307449,-157.858834
sounds/723916.mp3,42.228681,-8.723913
sounds/760900.mp3,38.893818,-77.014592
sounds/788104.mp3,21.307358,-157.858465
sounds/636159.mp3,41.3747353493,2.126808752
sounds/788144.mp3,21.307358,-157.858465
sounds/423452.mp3,6.95672761721,80.7729856786
sounds/786182.mp3,21.307449,-157.858834
sounds/696664.mp3,16.857145,96.196507
sounds/262200.mp3,33.76630564593313,-118.17084029316902
sounds/402805.mp3,11.7477142107,75.4911804199
sounds/671261.mp3,35.3812732953,137.271162
sounds/402803.mp3,11.7436806047,75.4870605469
sounds/402804.mp3,11.7497309916,75.4877471924
sounds/256301.mp3,-23.589946859072374,-46.659278869628906
sounds/751990.mp3,16.854979,96.228543
sounds/695788.mp3,43.23003503554972,-96.86885020660527
sounds/400807.mp3,-25.891905,28.20963400000005
sounds/256302.mp3,-23.589946859072374,-46.659278869628906
sounds/722120.mp3,52.46163,13.38589
sounds/722121.mp3,52.46163,13.38589
sounds/722122.mp3,52.46163,13.38589
sounds/722123.mp3,52.46163,13.38589
sounds/722124.mp3,52.46163,13.38589
sounds/722125.mp3,52.46163,13.38589
sounds/722126.mp3,52.46163,13.38589
sounds/722127.mp3,52.46163,13.38589
sounds/722128.mp3,52.46163,13.38589
sounds/722129.mp3,52.46163,13.38589
sounds/722130.mp3,52.46163,13.38589
sounds/722131.mp3,52.46163,13.38589
sounds/722132.mp3,52.46163,13.38589
sounds/722133.mp3,52.46163,13.38589
sounds/722134.mp3,52.46163,13.38589
sounds/722135.mp3,52.46163,13.38589
sounds/722136.mp3,52.46163,13.38589
sounds/722137.mp3,52.46163,13.38589
sounds/722138.mp3,52.46163,13.38589
sounds/722139.mp3,52.46163,13.38589
sounds/722140.mp3,52.46163,13.38589
sounds/722141.mp3,52.46163,13.38589
sounds/722142.mp3,52.46163,13.38589
sounds/722143.mp3,52.46163,13.38589
sounds/722144.mp3,52.46163,13.38589
sounds/722145.mp3,52.46163,13.38589
sounds/722146.mp3,52.46163,13.38589
sounds/722147.mp3,52.46163,13.38589
sounds/722148.mp3,52.46163,13.38589
sounds/722149.mp3,52.46163,13.38589
sounds/722150.mp3,52.46163,13.38589
sounds/722152.mp3,52.46163,13.38589
sounds/722153.mp3,52.46163,13.38589
sounds/722154.mp3,52.46163,13.38589
sounds/722155.mp3,52.46163,13.38589
sounds/722156.mp3,52.46163,13.38589
sounds/722157.mp3,52.46163,13.38589
sounds/722158.mp3,52.46163,13.38589
sounds/722159.mp3,52.46163,13.38589
sounds/722160.mp3,52.46163,13.38589
sounds/722458.mp3,52.46163,13.385888
sounds/722460.mp3,52.46163,13.385888
sounds/722466.mp3,52.46163,13.385888
sounds/722467.mp3,52.46163,13.385888
sounds/722469.mp3,52.46163,13.385888
sounds/722473.mp3,52.46163,13.385888
sounds/722481.mp3,52.46163,13.385888
sounds/722483.mp3,52.46163,13.385888
sounds/722523.mp3,52.46163,13.385888
sounds/722524.mp3,52.46163,13.385888
sounds/722526.mp3,52.46163,13.385888
sounds/722533.mp3,52.46163,13.385888
sounds/722534.mp3,52.46163,13.385888
sounds/722538.mp3,52.46163,13.385888
sounds/722539.mp3,52.46163,13.385888
sounds/722541.mp3,52.46163,13.385888
sounds/722543.mp3,52.46163,13.385888
sounds/722575.mp3,52.46163,13.385888
sounds/722576.mp3,52.46163,13.385888
sounds/722583.mp3,52.46163,13.385888
sounds/722584.mp3,52.46163,13.385888
sounds/722484.mp3,52.46163,13.385888
sounds/722486.mp3,52.46163,13.385888
sounds/722489.mp3,52.46163,13.385888
sounds/722491.mp3,52.46163,13.385888
sounds/722494.mp3,52.46163,13.385888
sounds/722497.mp3,52.46163,13.385888
sounds/722498.mp3,52.46163,13.385888
sounds/722499.mp3,52.46163,13.385888
sounds/722501.mp3,52.46163,13.385888
sounds/722502.mp3,52.46163,13.385888
sounds/722503.mp3,52.46163,13.385888
sounds/722504.mp3,52.46163,13.385888
sounds/722506.mp3,52.46163,13.385888
sounds/722507.mp3,52.46163,13.385888
sounds/722508.mp3,52.46163,13.385888
sounds/722509.mp3,52.46163,13.385888
sounds/722513.mp3,52.46163,13.385888
sounds/722514.mp3,52.46163,13.385888
sounds/722529.mp3,52.46163,13.385888
sounds/722548.mp3,52.46163,13.385888
sounds/722550.mp3,52.46163,13.385888
sounds/722558.mp3,52.46163,13.385888
sounds/722559.mp3,52.46163,13.385888
sounds/722560.mp3,52.46163,13.385888
sounds/722566.mp3,52.46163,13.385888
sounds/722567.mp3,52.46163,13.385888
sounds/722587.mp3,52.46163,13.385888
sounds/722488.mp3,52.46163,13.385888
sounds/722090.mp3,52.46163,13.38589
sounds/722091.mp3,52.46163,13.38589
sounds/722092.mp3,52.46163,13.38589
sounds/722093.mp3,52.46163,13.38589
sounds/722094.mp3,52.46163,13.38589
sounds/722095.mp3,52.46163,13.38589
sounds/722096.mp3,52.46163,13.38589
sounds/722097.mp3,52.46163,13.38589
sounds/722098.mp3,52.46163,13.38589
sounds/722099.mp3,52.46163,13.38589
sounds/722100.mp3,52.46163,13.38589
sounds/722101.mp3,52.46163,13.38589
sounds/722102.mp3,52.46163,13.38589
sounds/722103.mp3,52.46163,13.38589
sounds/722104.mp3,52.46163,13.38589
sounds/722105.mp3,52.46163,13.38589
sounds/722106.mp3,52.46163,13.38589
sounds/722107.mp3,52.46163,13.38589
sounds/722108.mp3,52.46163,13.38589
sounds/722109.mp3,52.46163,13.38589
sounds/722110.mp3,52.46163,13.38589
sounds/722111.mp3,52.46163,13.38589
sounds/722112.mp3,52.46163,13.38589
sounds/722113.mp3,52.46163,13.38589
sounds/722115.mp3,52.46163,13.38589
sounds/722174.mp3,52.46163,13.38589
sounds/722175.mp3,52.46163,13.38589
sounds/722176.mp3,52.46163,13.38589
sounds/722177.mp3,52.46163,13.38589
sounds/722178.mp3,52.46163,13.38589
sounds/722179.mp3,52.46163,13.38589
sounds/722180.mp3,52.46163,13.38589
sounds/722181.mp3,52.46163,13.38589
sounds/722182.mp3,52.46163,13.38589
sounds/722183.mp3,52.46163,13.38589
sounds/722184.mp3,52.46163,13.38589
sounds/722185.mp3,52.46163,13.38589
sounds/722186.mp3,52.46163,13.38589
sounds/722187.mp3,52.46163,13.38589
sounds/722188.mp3,52.46163,13.38589
sounds/722189.mp3,52.46163,13.38589
sounds/722190.mp3,52.46163,13.38589
sounds/722191.mp3,52.46163,13.38589
sounds/722192.mp3,52.46163,13.38589
sounds/722193.mp3,52.46163,13.38589
sounds/722194.mp3,52.46163,13.38589
sounds/722195.mp3,52.46163,13.38589
sounds/722196.mp3,52.46163,13.38589
sounds/722197.mp3,52.46163,13.38589
sounds/722198.mp3,52.46163,13.38589
sounds/722199.mp3,52.46163,13.38589
sounds/722200.mp3,52.46163,13.38589
sounds/722201.mp3,52.46163,13.38589
sounds/722202.mp3,52.46163,13.38589
sounds/722204.mp3,52.46163,13.38589
sounds/722205.mp3,52.46163,13.38589
sounds/722206.mp3,52.46163,13.38589
sounds/722207.mp3,52.46163,13.38589
sounds/722208.mp3,52.46163,13.38589
sounds/722209.mp3,52.46163,13.38589
sounds/722210.mp3,52.46163,13.38589
sounds/722211.mp3,52.46163,13.38589
sounds/722212.mp3,52.46163,13.38589
sounds/722213.mp3,52.46163,13.38589
sounds/722214.mp3,52.46163,13.38589
sounds/722216.mp3,52.46163,13.38589
sounds/722217.mp3,52.46163,13.38589
sounds/722218.mp3,52.46163,13.38589
sounds/722219.mp3,52.46163,13.38589
